"","url","date","title","text"
"100","https://articles.mercola.com/sites/articles/archive/2009/05/16/dont-believe-the-hype-fructose-truly-is-much-worse-than-glucose.aspx","May 16, 2009","Don’t Believe the Hype -- Fructose Truly is Much Worse Than Glucose","New research shows that there are big differences in how the sugars fructose and glucose are metabolized by your body. Overweight study participants showed more evidence of insulin resistance and other risk factors for heart disease and diabetes when 25 percent of their calories came from fructose-sweetened beverages instead of glucose-sweetened beverages.
A study looked at 32 overweight or obese men and women. Over a 10-week period, they drank either glucose or fructose sweetened beverages totaling 25 percent of their daily calorie intake.
Both the groups gained weight during the trial, but imaging studies revealed that the fructose-consuming group gained more of the dangerous belly fat that has been linked to a higher risk for heart attack and stroke. The fructose group also had higher total cholesterol and LDL (""bad"") cholesterol, and greater insulin resistance."
"101","https://articles.mercola.com/sites/articles/archive/2009/05/16/smear-campaign-aimed-against-antiaging-proponents.aspx","May 16, 2009","Smear Campaign Aimed Against Anti-Aging Proponents","A groundbreaking paper has exposed for the first time the covert misdeeds and extreme abuse of academic and political power by the gerontological establishment.

For the past 14 years, establishment gerontologists have sought to persecute anti-aging physicians, anti-aging health practitioners, and the American Academy of Anti-Aging Medicine itself, simply because they defy the prevailing model of disease-based, drug-oriented medicine.

The paper details a complete disregard for truth, academic integrity, and scientific professionalism by some of the most prestigious doctors in the gerontological establishment. They have waged a multi-million-dollar campaign to influence media and exert deliberate control of public information, using selective funding of journalists to deliberately misrepresent the anti-aging movement.

Dr. Imre Zs.-Nagy, a part of the gerontology movement for four decades, and founder and editor-in-chief of the Archives of Gerontology and Geriatrics, has courageously stepped up to speak the truth. At great professional risk, he has come forth to blow the whistle on 14 years of censorship and repression of the science of anti-aging medicine."
"102","https://articles.mercola.com/sites/articles/archive/2009/05/14/want-to-lose-weight-try-vegetable-juice.aspx","May 14, 2009","Want to Lose Weight? Try Vegetable Juice","Drinking at least one glass of low-sodium vegetable juice daily may help overweight dieters lose more weight.

In a study, adults who drank at least 8 ounces of vegetable juice as part of a diet lost 4 pounds over 12 weeks, while those who followed the same diet but did not drink the juice lost only 1 pound. The vegetable juice drinkers also significantly increased their intake of vitamin C and potassium, while decreasing their overall carbohydrate intake.

It's possible that vegetable juice helps reduce appetite. In addition, vegetable juice drinkers are more likely to get the recommended 3 to 5 servings of vegetables daily."
"103","https://articles.mercola.com/sites/articles/archive/2009/05/14/how-grapes-protect-your-heart.aspx","May 14, 2009","How Grapes Protect Your Heart","A diet enriched by grapes may prevent the downhill sequence of heart failure after years of high blood pressure. A study suggests that grapes may prevent heart health risks beyond the simple blood pressure-lowering benefits that come from a diet rich in fruits and vegetables.

The heart-healthy benefits of grapes may be the result of the phytochemicals (naturally occurring antioxidants) activating a protective process in the genes that reduces damage to the heart muscle.

Researchers studied the effect regular table grapes had when added to the diets of rats. After 18 weeks, the rats that received the grape-enriched diet powder had lower blood pressure, better heart function, and fewer signs of heart muscle damage."
"104","https://articles.mercola.com/sites/articles/archive/2009/05/12/shocking-update-sunshine-can-actually-decrease-your-vitamin-d-levels.aspx","May 12, 2009","Shocking Update — Sunshine Can Actually Decrease Your Vitamin D Levels","As you no doubt know, exposure to sunlight causes vitamin D to be produced in your skin. But only a portion of the solar spectrum, known as ultraviolet B (UVB),  that has this effect. Other parts of the solar spectrum can have very different  and even harmful effects .
Malignant melanoma has been increasing at an exponential rate in indoor workers since before 1940. The reason may be indoor exposure to UVA radiation. Unlike UVB, which is blocked by glass, UVA can pass through windows.

UVA can cause cancerous mutations, and can also break down the vitamin D formed in your skin after outdoor UVB exposure. And vitamin D is a potent defense against melanoma -- melanoma cells convert it to calcitriol, which causes growth inhibition and apoptotic cell death in vitro and in vivo. New research shows that increased UVA exposures and inadequately maintained cutaneous levels of vitamin D promote melanoma.

Vitamin D Dose Recommendations
Age Dosage
Below 5 35 units per pound per day
Age 5 - 10 2500 units
Adults 5000 units
Pregnant Women 5000 units
WARNING:
There is no way to know if the above recommendations are correct. The ONLY way to know is to test your blood. You might need 4-5 times the amount recommended above. Ideally your blood level of 25 OH D should be 60ng/ml."
"105","https://articles.mercola.com/sites/articles/archive/2009/05/09/blueberries-reduce-belly-fat-and-diabetes-risk.aspx","May 09, 2009","Blueberries Reduce Belly Fat and Diabetes Risk","Eating blueberries could help you get rid of belly fat, and a blueberry-enriched diet could stem the conditions that lead to diabetes.
New research gives tantalizing clues to the potential of blueberries in reducing risk factors for cardiovascular disease and metabolic syndrome. The effect is thought to be due to the high level of naturally occurring antioxidants called phytochemicals contained in blueberries.
Researchers studied the effect blueberries had when added to the diet of rats. After 90 days, rats that received a blueberry-enriched diet had less abdominal fat, lower triglycerides, lower cholesterol, and improved fasting glucose and insulin sensitivity."
"106","https://articles.mercola.com/sites/articles/archive/2009/05/05/25-things-you-probably-didnt-know-about-your-body-and-health.aspx","May 05, 2009","25 Things You Probably Didn't Know About Your Body and Health","1. Rinsing your nose with salt water can help keep you healthy and ward off allergy symptoms.
2. Dogs can smell cancer and low blood sugar. A study showed that it is possible to train dogs to identify, based on breath samples, which patients had lung and breast cancer. For diabetics, the dogs can smell ketones in urine and on the breath when blood sugars are high. Dogs can pick up on other smells that humans can’t when glucose levels drop.
3. Researchers found that people who pass through an entryway near the kitchen tend to eat 15 percent more than those who use the front door.
4. You're more likely to have a heart attack on a Monday, or up to three days after you've been diagnosed with the flu or a respiratory tract infection.
5. You can't get a tan from your computer screen. The Computer Tan Web site was created as a hoax to raise awareness about skin cancer.
6. Obese people spend approximately $485 more on clothing, $828 on extra plane seats, and $36 more on gas each year than their thinner counterparts. An overweight driver burns about 18 additional gallons of gas a year.
7. Smokers are four times as likely to report feeling unrested after a night's sleep than nonsmokers. Smokers often experience withdrawal symptoms at night, thus causing periods of restlessness and waking.
8. Eating fruits and vegetables may help your body make its own aspirin. Benzoic acid, a natural substance in fruits and vegetables, causes people to produce their own salicylic acid, the key component that gives aspirin its anti-inflammatory and pain-relieving properties.
9. A 20-minute nap can improve your overall alertness, boost your mood, and increase productivity. In addition, your heart may reap benefits from napping -- a six-year study found that that men who took naps at least three times a week had a 37 percent lower risk of heart-related death.
10. Your kitchen sink is dirtier than your bathroom. There are typically more than 500,000 bacteria per square inch in its drain, and the faucet, basin, and sponge are crawling with germs as well.
11. Four out of five doctors in the UK don't work out enough. Heavy workloads, lack of time and poor motivation contributed to the lack of exercise.
12. Baking soda can whiten teeth, garlic can help treat athlete's foot, and honey can soothe a hangover.
13. Using a food diary can double your weight-loss efforts. Your food diary makes you accountable to yourself and provides you with clues on where the extra calories are sneaking in.
14. Regular exercise can lower a woman's cancer risk -- but only if she's getting enough sleep. The National Cancer Institute followed nearly 6,000 women for almost 10 years. Women in the top half of physical activity levels showed an approximate 20 percent reduction in cancer risk, but sleeping less than seven hours per night resulted in a decreased benefit.
15. Watching yourself run in a mirror can make a treadmill workout go by faster and feel easier.
16. Third-hand smoke -- the particles that cling to smokers' hair and clothing and linger in a room long after they've left -- is a cancer risk to young children and pets.
17. Walking against the wind, in the water, or while wearing a backpack burns about 50 more calories per hour than walking with no resistance. People who wear pedometers also tend to burn more calories and lose more weight.
18. Trained sexologists can infer a woman's orgasm history by observing the way she walks. In other news, men find women who wear red sexier than those who wear ""cool"" colors such as blue and green.
19. Foreign accent syndrome and exploding head syndrome are real (but very rare) medical conditions. A person with exploding head syndrome experiences a loud, indecipherable noise that seems to originate from inside their head. 
20. Vitamins don't seem to help older women guard against cancer or heart disease.
21. Some men experience pain, headaches, or sneezing as a result of ejaculation. The increased activity in the nervous system during orgasm may be the culprit.
22. Germ-killing wipes can spread bacteria from one spot to another if you reuse them.
23. Oatmeal, citrus fruits, and honey can boost your sex drive and improve fertility. Oats produce a chemical that releases testosterone into the blood supply, vitamin C improves sperm count and motility, and vitamin B from honey helps your body use estrogen, a key factor in blood flow and arousal. 
24. Twenty-nine percent of Americans say they have skipped filling a prescription due to the cost, and 23 percent use pill splitting as a way to save money.
25. Facebook may be good for your health; studies show that staying in touch with family and friends can ward off memory loss and help you live longer."
"107","https://articles.mercola.com/sites/articles/archive/2009/05/05/germany-bans-genetically-modified-corn.aspx","May 05, 2009","Germany Bans Genetically Modified Corn","Germany has banned the cultivation of GM corn, arguing that the corn breed MON 810 is dangerous for the environment. But that argument might not stand up in court, and Germany could face fines totaling millions of euros if Monsanto decides to challenge the prohibition.

Under the new regulations, the cultivation of MON 810, a GM corn produced by Monsanto, will be prohibited in Germany. A clause in EU law allows individual countries to impose such bans. Environmental groups welcomed the ban, pointing out that numerous scientific studies demonstrated GM corn was a danger to the environment.

However, it may be hard to prove conclusively that MON 810 damages the environment, which could enable Monsanto to win a court case opposing the ban. Monsanto has said that it would look as quickly as possible into whether it would begin legal proceedings.

MON 810 had been the only GM crop that could be grown in Germany. The plant produces a toxin to fight off a certain pest, the larvae of the corn borer moth. MON 810 is already banned in five other EU member states: Austria, Hungary, Greece, France and Luxembourg."
"108","https://articles.mercola.com/sites/articles/archive/2009/06/27/stop-read-this-before-you-get-that-mammogram.aspx","June 27, 2009","Stop! Read This BEFORE You Get that Mammogram…","Learn the truth about mammograms, hormone replacement therapy, vitamin D levels, breast cancer, and more."
"109","https://articles.mercola.com/sites/articles/archive/2009/06/27/washing-your-hands-properly-stops-the-spread-of-contagious-disease.aspx","June 27, 2009","Washing Your Hands Properly Stops the Spread of Contagious Disease","Most people know that washing your hands can help to prevent passing on nasty viruses and bacteria. But how many people just flick their hands under a dribbling tap and think that will do?
Now hopeless hand washers will be caught with glowing green fingers by a good hand-washing test.
A new hand-washing training kit uses a cream containing a harmless dye that glows green in ultraviolet light to show up shoddy hand washing.
Demonstrators put a blob of cream on people’s hands and send them away to wash them. When they come back, they are often amazed at how much glowing green dye remains on their fingers.
If the dye were a microbe, they would be standing a good chance of infecting themselves and passing it on to other people.
The glowing cream can also be used to show how viruses such as those that cause colds and flu can survive on hard surfaces and be spread from hand to hand. Just touching a doorknob that has had a little of the special cream applied to it can make people’s fingers turn green under UV light -- and then when they touch another person’s hand the green glow gets passed on."
"110","https://articles.mercola.com/sites/articles/archive/2009/06/25/vaccine-doctor-given-at-least-30-million-dollars-to-push-vaccines.aspx","June 25, 2009","Vaccine Doctor Given at Least $30 Million Dollars to Push Vaccines?","Dr. Paul Offit of the Children’s Hospital of Philadelphia earned millions of dollars as part of a $182-million sale by the hospital of its worldwide royalty interest in the Merck Rotateq vaccine. The amount of income distributed to Offit could be as high as $46 million. Offit has refused to say how much he made from the vaccine.

The high price placed on the patents raises concerns over Offit’s use of his former position on the CDC’s Advisory Committee on Immunization Practices (ACIP) to help create the market for rotavirus vaccine -- effectively, to vote himself rich.

Offit’s claim to a share of the profits from Rotateq revenues is based on his role as a listed inventor on the cluster of patents that protect Merck’s vaccine. Paul Offit had a great personal interest in Rotateq’s commercial success, and more than any other individual in the world he found himself in a position to directly influence that success.

Unlike most other patented products, the market for mandated childhood vaccines is created by the recommendation of an appointed body, ACIP. From 1998 to 2003, Offit served as a member of ACIP."
"111","https://articles.mercola.com/sites/articles/archive/2009/06/25/the-genetic-conspiracy--are-genetically-engineered-foods-dangerous.aspx","June 25, 2009","The Genetic Conspiracy -- Are Genetically Engineered Foods Dangerous?","How safe is genetic engineering really? Monsanto, the world's largest genetic engineering corporation, insists it is safe. But numerous studies have shown that genetically modified plants can cause allergies and cancers. Nonetheless, commercial and political interests are determined to make genetic engineering the norm."
"112","https://articles.mercola.com/sites/articles/archive/2009/06/20/this-hormone-makes-counting-calories-irrelevant.aspx","June 20, 2009","Leptin: This Hormone Makes Counting Calories Irrelevant","By Ron Rosedale, M.D.
It is amazing how the little twists and turns of researchers can have such a profound impact on what we generally come to realize as “scientific truth.” Let me share a recent fascinating example of how this impacted one of the most powerful hormones in your body.
The Ob mouse is a strain of mouse that has a genetic mutation that makes it obese and unhealthy. It has been used for many years as a model of obesity to do research on, though the reason that it was obese had eluded scientists.
This changed when, in 1994, Jeffrey Friedman discovered that this mouse lacked a previously unknown hormone called leptin, and when it was injected with leptin it became thin, vibrant, and very healthy within weeks. This made headlines around the world, ""the cure for obesity found"" and pharmaceutical companies started tripping over themselves with trillion dollar signs in their eyes to be the first to genetically manufacture leptin on a large-scale.
This did not last long. When people were tested for leptin, it was found that, unlike the Ob mouse, they did not lack leptin; on the contrary almost all overweight and obese people have excess leptin.
These people were ""leptin resistant"" and giving extra leptin did little good.
The financial disappointment was extreme and scientists working for pharmaceutical companies said that leptin wasn't important anymore since they could not find a drug to control it, and therefore the industry couldn't make money on it. To make big money in medicine one needs a patent and this generally means remedies which are not commonly or easily available -- that are not natural.
This illustrates two extremely unfortunate principles in modern medicine; only those therapies that will make lots of money (generally for the pharmaceutical industry or hospitals), ever get pursued and then taught to physicians (since most of medical education after medical school takes place by drug reps), and these therapies, almost by definition, will be unnatural.
This inhibition of extremely important knowledge is not only unfortunate, it is deadly, and is exemplified by how few people, including doctors, know anything about leptin, though I would consider it to be the most important chemical in your body that will determine your health and lifespan.
Two Hormones that are Vital for Optimal Health
Each and every one of us is a combination of lives within lives. We are made up of trillions of individual living cells that each must maintain itself. Even more significantly, the cells must communicate and interact with each other to form a republic of cells that we call our individual self.
Our health and life depends on how accurately instructions are conveyed to our cells so that they can act in harmony. It is the communication among the individual cells that will determine our health and our life.
The communication takes place by hormones. Arguably therefore, the most important molecules in your body that ultimately will decide your health and life are hormones.
Many would say that genes and chromosomes are the most important molecules, however once born your genes pretty much just sit there; hormones tell them what to do. Certainly, the most important message that our cells receive is how and what to do with energy, and therefore life cannot take place without that.
The two most important hormones that deliver messages about energy and metabolism are insulin and leptin.
Metabolism can roughly be defined as the chemistry that turns food into life, and therefore insulin and leptin are critical to health and disease. Both insulin and leptin work together to control the quality of your metabolism (and, to a significant extent, the rate of metabolism).
Insulin works mostly at the individual cell level, telling the vast majority of cells whether to burn or store fat or sugar and whether to utilize that energy for maintenance and repair or reproduction. This is extremely important as we shall see, for on an individual cell level turning on maintenance and repair equates to increased longevity, and turning up cellular reproduction can increase your risk of cancer.
Leptin, on the other hand, controls the energy storage and utilization of the entire republic of cells allowing the body to communicate with the brain about how much energy (fat) the republic has stored, and whether it needs more, or should burn some off, and whether it is an advantageous time nutritionally-speaking for the republic --you-- to reproduce or not.
What Exactly is Leptin?
Leptin is a very powerful and influential hormone produced by fat cells that has totally changed the way that science (real science, outside of medicine) looks at fat, nutrition, and metabolism in general.
Prior to leptin's discovery, fat was viewed as strictly an ugly energy storage depot that most everyone was trying to get rid of. After it was discovered that fat produced the hormone leptin (and subsequently it was discovered that fat produced other very significant hormones), fat became an endocrine organ like the ovaries, pancreas and pituitary, influencing the rest of the body and, in particular, the brain.
Leptin, as far  as science currently knows, is the most powerful regulator that tells your brain what to do about life's two main biological goals: eating and reproduction. Your fat, by way of leptin, tells your brain whether you should be hungry, eat and make more fat, whether you should reproduce and make babies, or (partly by controlling insulin) whether to ""hunker down"" and work overtime to maintain and repair yourself.
I believe I could now make a very convincing and scientifically accurate statement that that rather than your brain being in control of the rest of your body, your brain is, in fact, subservient to your fat -- and leptin.
In short, leptin is the way that your fat stores speak to your brain to let your brain know how much energy is available and, very importantly, what to do with it. Therefore, leptin may be ""on top of the food chain"" in metabolic importance and relevance to disease.
How Leptin Regulates Your Weight
It has been known for many years that fat stores are highly regulated. It appeared that when one tried to lose weight the body would try to gain it back. This commonly results in ""yo-yo"" dieting and in scientific circles one talks about the ""set point"" of weight. It has long been theorized that there must be a hormone that determines this.
Science points now to leptin as being that hormone.
In our ancestral history, it was advantageous to store some fat to call upon during times of famine. However, it was equally disadvantageous to be too fat. For most of our evolutionary history, it was necessary to run, to obtain prey and perhaps most importantly, to avoid being prey. If a lion was chasing a group of people it would most likely catch and eliminate from the gene pool the slowest runner and the one who could not make it up the tree -- the fattest one.
Thus, fat storage had to be highly regulated and this is done, as is any regulation, through hormones, the most significant being leptin.
If a person is getting too fat, the extra fat produces more leptin which is supposed to tell the brain that there is too much fat stored, more should not be stored, and the excess should be burned.
Signals are therefore sent to an area of the brain in the hypothalamus (the arcuate nucleus) to stop being hungry, to stop eating, to stop storing fat and to start burning some extra fat off.
Controlling hunger is a major (though not the only) way that leptin controls energy storage. Hunger is a very powerful, ancient, and deep-seated drive that, if stimulated long enough, will make you eat and store more energy. Asking somebody to not eat, to voluntarily restrict calories even though they are hungry, is asking the near impossible. The only way to eat less in the long-term is to not be hungry, and the only way to do this is to control the hormones that regulate hunger, the primary one being leptin.
How Leptin Resistance Leads to Disease
More recently, it has been found that leptin not only changes brain chemistry, but can also ""rewire"" the very important areas of the brain that control hunger and metabolism. I'm not aware of any other chemical in the body that has been shown to accomplish this ""mind bending"" event.
This has really caught the attention of the scientific community. Further studies have now shown that leptin, or more correctly the inability of the body to properly hear leptin’s signals, in other words leptin resistance, plays significant if not primary roles in heart disease, obesity, diabetes, osteoporosis, autoimmune diseases, reproductive disorders, and perhaps the rate of aging itself.
It helps to control the brain areas that regulate thyroid levels and the sympathetic nervous system which also has huge impacts on blood pressure, heart disease, diabetes, osteoporosis and aging. Leptin's stimulatory effect on the sympathetic nervous system also helps determine the adrenal stress response including cortisol levels.
Leptin May Be Even More Critical Than Insulin
The importance of insulin in health and disease is becoming well-known. Aside from its obvious role in diabetes, it plays a very significant role in hypertension, cardiovascular disease, and cancer.
I was one of the first to speak publicly to doctors about insulin’s critical role in health well over a decade ago (see the transcribed talk Insulin and its Metabolic Effects) and I am even more convinced now.
However leptin may even supersede insulin in importance, for new research is revealing that in the long run glucose and therefore insulin levels may be largely determined by leptin.
It had been previously believed that the insulin sensitivity of muscle and fat tissues were the most important factor in determining whether one would become diabetic or not. Elegant new studies are showing that the brain and liver are most important in regulating a person’s blood sugar levels especially in type 2 or insulin resistant diabetes.
It should be noted again that leptin plays a vital role in regulating your brain’s hypothalamic activity which in turn regulates much of a person’s ""autonomic"" functions; those functions that you don't necessarily think about but which determines much of your life (and health) such as body temperature, heart rate, hunger, the stress response, fat burning or storage, reproductive behavior, and newly discovered roles in bone growth and blood sugar levels.
Another very recent study reveals leptin's importance in directly regulating how much sugar that the liver manufactures via gluconeogenesis.
Many chronic diseases are now linked to excess inflammation such as heart disease and diabetes. High leptin levels are very pro-inflammatory, and leptin also helps to mediate the manufacture of other very potent inflammatory chemicals from fat cells that also play a significant role in the progression of heart disease and diabetes. It has long been known that obesity greatly increased risk for many chronic diseases including heart disease and diabetes, but no one really knew why.
Leptin appears to be the missing link.
Could Leptin Also Affect  How Fast You Age?
Leptin will not only determine how much fat you have, but also where that fat is put. When you are leptin resistant you put that fat mostly in your belly, your viscera, causing the so-called ""apple shape"" that is linked to much disease. Some of that fat permeates the liver, impeding the liver's ability to listen to insulin, and further hastening diabetes.
  Leptin plays a far more important role in your health than, for instance, cholesterol, yet how many doctors measure leptin levels in their patients, know their own level, even know that it can be easily measured, or even what it would mean?
Leptin appears to play a significant role in obesity, heart disease, osteoporosis, autoimmune diseases, inflammatory diseases and cancer. These are the so-called ""chronic diseases of aging"".
Could it perhaps affect the rate of aging itself?
The Biology of Aging
Scientists who study the biology of aging are beginning to look at that question. There are two endeavors, two drives that life has been programmed, since its inception, to succeed at and to succumb to. These are to eat and to reproduce.
If every one of our ancestors had not succeeded in eating and reproducing we would not be here, and this paper would be moot. All of your morphological characteristics from your hair to your toenails are designed to help you succeed at those two activities. That is what nature wants us to do. Nature's purpose is not necessarily to have you live a long and healthy life, but to perpetuate the instructions, the genes that tell how to perpetuate life.
Even so-called ""paleolithic"" diets, though undoubtedly far better than what is generally eaten today, were not necessarily designed by nature to help us live a long and healthy life but, at best, to maximize reproduction. Nature appears to not care much about what happens to us after we have had a sufficient chance to reproduce. That is why we die.
But there are clues as to how to live a long and healthy life. And that brings us once again to fat--and leptin.
It takes energy to make babies; lots of it. Energy was and always will be a coveted commodity. Nature, and evolution, hates wasting it. It makes no sense to try and make babies when it appears that there's not enough energy available to successfully accomplish that goal.
Instead, it seems that virtually all living forms can ""switch gears"" and direct energy away from reproduction and towards mechanism that will allow it to ""hunker down"" for the long haul and thus be able to reproduce at a future more nutritionally opportune time. In other words nature will then let you live longer to accomplish its primary directive of reproduction.
It does this by up regulating maintenance and repair genes that increase production of intracellular antioxidant systems, heat shock proteins (that help maintain protein shape), and DNA repair enzymes. This is what happens when you restrict calories (without starvation) in animals, and that has been shown convincingly for 70 years to greatly extend the life span of many dozens of species. Thus, there is a powerful link between reproduction, energy stores, and longevity.
Genetic studies in simple organisms have shown that that link is at least partially mediated by insulin (which in simple organisms also functions as a growth hormone), and that when insulin signals are kept low, indicating scarce energy availability, maximal lifespan can be extended--- a lot; several hundred percent in worms and flies.
Glucose is an ancient fuel used even before there was oxygen in the atmosphere, for life can burn glucose without oxygen; it is an anaerobic fuel. The use of fat as fuel came later, after life in the form of plants soaked the earth in oxygen, for you cannot burn fat without oxygen.
The primary source of energy stores in people by far is fat, as many unfortunately are all too aware of. The primary signal that indicates how much fat is stored is leptin, and it is also leptin that allows for reproduction, or not.
It has long been known that women with very little body fat, such as marathon runners, stop ovulating. There is not enough leptin being produced to permit it. Paradoxically, the first pharmaceutical use of leptin was recently approved to give to skinny women to allow them to reproduce.
Leptin’s Role in Improving Your Metabolism
Leptin also is instrumental in regulating body temperature, partly by controlling the rate of metabolism via its regulation of the thyroid.
  Metabolic rate and temperature has long been connected with longevity. Almost all mechanisms that extend lifespan in many different organisms result in lower temperature. Flowers are refrigerated at the florist to extend their lifespan. Restricting calories in animals also results in lower temperature, reduced thyroid levels, and longer life.
  It should be noted that reduced thyroid levels in this case are not synonymous with hypothyroidism. Here, the body is choosing to lower thyroid hormones because the increased efficiency of energy use and hormonal signaling (including perhaps thyroid) is allowing this to happen.
Anything will dissolve faster in hot water than cold water. Extra heat will dissolve, disrupt and disorganize. This is not what I try to do to make someone healthy. It is commonly advised to ""increase metabolism"" and increase ""thermogenesis"" for health and weight loss.
Yet how many of you would put a brand of gasoline in your car that advertised that it would make your engine run hotter? What would that do to the life of your car? It is not an increase in metabolism that I am after; it is improved metabolic quality.
That will be determined at the quality of your leptin signaling.
If it is poor, if you are insulin and leptin resistant, your metabolism is unhealthy and high in what I call ""metabolic friction"". If you then increase its rate you will likely accelerate your demise. To increase the quality of your metabolism you must be able to properly listen to insulin and especially to leptin.
If your fasting blood serum level of leptin is elevated you are likely leptin resistant and you will not be healthy unless you correct it.
How Do You Become Leptin Resistant?
This is the subject of much research. I believe people become leptin-resistant by the same general mechanism that people become insulin-resistant; by overexposure to high levels of the hormone.
High blood glucose levels cause repeated surges in insulin, and this causes one's cells to become ""insulin-resistant"" which leads to further high levels of insulin and diabetes. It is much the same as being in a smelly room for a period of time. Soon, you stop being able to smell it, because the signal no longer gets through.
I believe the same happens with leptin. It has been shown that as sugar gets metabolized in fat cells, fat releases surges in leptin, and I believe that those surges result in leptin-resistance just as it results in insulin-resistance.
The only known way to reestablish proper leptin (and insulin) signaling is to prevent those surges, and the only known way to do that is via diet and supplements.
As such, these can have a more profound effect on your health than any other known modality of medical treatment.
When leptin signaling is restored, your brain can finally hear the message that perhaps should have been delivered decades ago; high leptin levels can now scream to your brain that you have too much fat and that you better start burning some off for your life is in danger.
Your brain will finally allow you access into your pantry that you have been storing your fat in. Your cells will be fed the food from that fat and they will be satisfied. They will not know whether that food came from your belly fat or from your mouth; nor will they care. They will be receiving energy that they need and will not have to ask for more. You will not be hungry.
This also makes counting calories irrelevant, for the calories that you put into your mouth today are not necessarily what your cells will be eating; that will be determined primarily by leptin. Whether or not you put food into your mouth, your cells will be eating, and if they cannot eat fat they must eat sugar.
Since little sugar is stored, that sugar will be had by making you crave it, or by turning the protein in your muscle and bone into sugar. This contributes in a major way to weakness and osteoporosis. Whether or not this lean tissue wasting happens is determined by your capacity, or incapacity, to burn fat, and that is determined by your ability to listen to leptin.
A strategic diet that emphasizes good fats and avoids blood sugar spikes coupled with targeted supplements (as recommended in my Rosedale Diet and Dr. Mercola’s Take Control of Your Health), will enhance insulin and leptin sensitivity so that you can once again hear their music, allowing your life to be the symphony it was meant to be."
"113","https://articles.mercola.com/sites/articles/archive/2009/06/18/beware-of-tricks-in-tv-drug-ads.aspx","June 18, 2009","Beware of Tricks in TV Drug Ads","U.S. regulators are arguing that television ads for drugs and medical devices should avoid distracting images and music that can reduce viewers' comprehension of potential side effects. Advertisements also should use similar type styles and voice-overs when conveying benefits and risks, according to the FDA.

The guidelines follow complaints that manufacturers use various techniques in their widely seen television ads and other promotions to downplay risks while emphasizing potential benefits. Leaving out or minimizing side-effect information is the most frequent violation.

The draft guidelines advise manufacturers on how to present risk information. The guidelines are not mandatory."
