"","url"
"65","https://articles.mercola.com/sites/articles/archive/2008/03/15/tamiflu-s-effects-on-your-brain.aspx"
"66","https://articles.mercola.com/sites/articles/archive/2008/03/13/latest-quot-healthy-quot-soda-swindle-pepsi-raw.aspx"
"67","https://articles.mercola.com/sites/articles/archive/2008/03/11/one-woman-s-astonishing-experiment-with-aspartame.aspx"
"68","https://articles.mercola.com/sites/articles/archive/2008/03/11/can-t-miss-ways-to-declutter-your-mind.aspx"
"69","https://articles.mercola.com/sites/articles/archive/2008/03/08/beware-of-lemon-slices-in-your-restaurant-drinks.aspx"
"70","https://articles.mercola.com/sites/articles/archive/2008/03/08/probiotics-protect-top-athletes.aspx"
"71","https://articles.mercola.com/sites/articles/archive/2008/03/06/weston-a-price-foundation-to-fda-soy-is-no-health-food.aspx"
"72","https://articles.mercola.com/sites/articles/archive/2008/03/06/cancer-and-the-bacterial-connection.aspx"
"73","https://articles.mercola.com/sites/articles/archive/2008/03/04/why-don-t-the-french-get-fat.aspx"
"74","https://articles.mercola.com/sites/articles/archive/2008/03/04/in-defense-of-food-michael-pollan-on-nutrition-food-science-and-the-american-diet.aspx"
"75","https://articles.mercola.com/sites/articles/archive/2008/03/04/loss-of-bees-threatens-ice-cream.aspx"
"76","https://articles.mercola.com/sites/articles/archive/2008/03/01/are-vitamin-supplements-a-bad-idea-for-cancer-patients.aspx"
"77","https://articles.mercola.com/sites/articles/archive/2008/04/29/new-stealth-chemicals-hidden-in-your-food.aspx"
"78","https://articles.mercola.com/sites/articles/archive/2008/04/29/exercise-during-pregnancy-means-a-healthier-heart-for-both-mom-and-baby.aspx"
"79","https://articles.mercola.com/sites/articles/archive/2008/04/26/vaccine-autism-question-divides-parents-scientists.aspx"
"80","https://articles.mercola.com/sites/articles/archive/2008/04/26/how-does-aspartame-damage-your-brain.aspx"
"81","https://articles.mercola.com/sites/articles/archive/2008/04/26/natural-trans-fats-actually-have-health-benefits.aspx"
"82","https://articles.mercola.com/sites/articles/archive/2008/04/24/red-wine-and-tea-can-help-regulate-your-blood-sugar.aspx"
"83","https://articles.mercola.com/sites/articles/archive/2008/04/22/do-you-really-need-eight-glasses-of-water-a-day.aspx"
"84","https://articles.mercola.com/sites/articles/archive/2008/04/22/tooth-regeneration-you-may-never-have-to-use-or-hear-a-dentist-drill-again.aspx"
"85","https://articles.mercola.com/sites/articles/archive/2008/04/22/head-of-cdc-admits-on-cnn-that-vaccines-can-trigger-autism.aspx"
"86","https://articles.mercola.com/sites/articles/archive/2008/04/19/shocking-facts-about-the-pharmaceutical-industry.aspx"
"87","https://articles.mercola.com/sites/articles/archive/2008/04/19/mitochondrial-dysfunction-vaccines-and-autism-are-1-in-50-children-at-risk.aspx"
"88","https://articles.mercola.com/sites/articles/archive/2008/04/19/cigarette-company-paid-for-lung-cancer-study.aspx"
"89","https://articles.mercola.com/sites/articles/archive/2008/04/17/the-whole-story-about-whole-foods-market.aspx"
"90","https://articles.mercola.com/sites/articles/archive/2008/04/17/are-cell-phones-more-dangerous-than-smoking.aspx"
"91","https://articles.mercola.com/sites/articles/archive/2008/04/17/eating-just-one-sausage-a-day-raises-your-cancer-risk-by-20-percent.aspx"
"92","https://articles.mercola.com/sites/articles/archive/2008/04/17/a-big-belly-boosts-your-risk-of-dementia.aspx"
"93","https://articles.mercola.com/sites/articles/archive/2008/04/15/unintentional-overdoses-are-common-in-children.aspx"
"94","https://articles.mercola.com/sites/articles/archive/2008/04/12/the-price-scientists-pay-for-even-questioning-darwinism.aspx"
"95","https://articles.mercola.com/sites/articles/archive/2008/04/12/the-terrifying-side-effects-of-prescription-drugs.aspx"
"96","https://articles.mercola.com/sites/articles/archive/2008/04/12/surgery-does-little-for-arthritic-knees.aspx"
"97","https://articles.mercola.com/sites/articles/archive/2008/04/10/vitamin-e-linked-to-lung-cancer.aspx"
"98","https://articles.mercola.com/sites/articles/archive/2008/04/10/could-wal-mart-cause-the-end-of-growth-hormones-in-milk.aspx"
"99","https://articles.mercola.com/sites/articles/archive/2008/04/08/the-truth-about-grapefruit-and-breast-cancer.aspx"
"100","https://articles.mercola.com/sites/articles/archive/2008/04/08/is-your-happiness-set-in-stone.aspx"
"101","https://articles.mercola.com/sites/articles/archive/2008/04/08/fda-action-against-raw-milk.aspx"
"102","https://articles.mercola.com/sites/articles/archive/2008/04/05/former-drug-sales-rep-tells-all.aspx"
"103","https://articles.mercola.com/sites/articles/archive/2008/04/05/carcinogens-found-in-quot-organic-quot-personal-care-products.aspx"
"104","https://articles.mercola.com/sites/articles/archive/2008/04/05/heart-device-vulnerable-to-hacker-attacks.aspx"
"105","https://articles.mercola.com/sites/articles/archive/2008/04/03/breast-feeding-curbs-type-2-diabetes.aspx"
"106","https://articles.mercola.com/sites/articles/archive/2008/04/03/antibiotic-resistant-disease-killing-humans-and-swine.aspx"
"107","https://articles.mercola.com/sites/articles/archive/2008/04/03/could-worm-eggs-treat-ms.aspx"
"108","https://articles.mercola.com/sites/articles/archive/2008/04/01/harvard-researchers-skeptical-about-multivitamins.aspx"
"109","https://articles.mercola.com/sites/articles/archive/2008/04/01/which-giant-corporation-owns-your-favorite-organic-food-brand.aspx"
"110","https://articles.mercola.com/sites/articles/archive/2008/04/01/the-dangers-of-excessive-childhood-vaccinations.aspx"
"111","https://articles.mercola.com/sites/articles/archive/2008/04/01/an-all-natural-hair-restoration-product-that-really-works.aspx"
"112","https://articles.mercola.com/sites/articles/archive/2008/05/31/the-beginning-of-the-end-for-big-drugmakers.aspx"
"113","https://articles.mercola.com/sites/articles/archive/2008/05/31/health-care-costs-threaten-american-businesses.aspx"
"114","https://articles.mercola.com/sites/articles/archive/2008/05/29/five-principles-that-can-heal-virtually-any-illness-part-1.aspx"
"115","https://articles.mercola.com/sites/articles/archive/2008/05/29/are-beautiful-people-also-healthier.aspx"
"116","https://articles.mercola.com/sites/articles/archive/2008/05/29/will-success-destroy-organic-foods.aspx"
"117","https://articles.mercola.com/sites/articles/archive/2008/05/27/charges-dropped-against-doctor-in-case-of-autistic-boy-s-death.aspx"
"118","https://articles.mercola.com/sites/articles/archive/2008/05/27/why-traumas-can-haunt-and-sabotage-your-health-for-years.aspx"
"119","https://articles.mercola.com/sites/articles/archive/2008/05/27/u-s-obesity-rates-are-alarmingly-high.aspx"
"120","https://articles.mercola.com/sites/articles/archive/2008/05/24/how-safe-are-green-cleaning-products.aspx"
"121","https://articles.mercola.com/sites/articles/archive/2008/05/24/is-this-the-reason-it-s-hard-to-lose-weight.aspx"
"122","https://articles.mercola.com/sites/articles/archive/2008/05/24/can-hair-dyes-give-you-cancer.aspx"
"123","https://articles.mercola.com/sites/articles/archive/2008/05/22/are-you-being-controlled-by-corn.aspx"
"124","https://articles.mercola.com/sites/articles/archive/2008/05/22/why-drunk-people-take-risks.aspx"
"125","https://articles.mercola.com/sites/articles/archive/2008/05/22/good-news-about-big-bottoms.aspx"
"126","https://articles.mercola.com/sites/articles/archive/2008/05/20/sleeping-patterns-are-governed-by-light.aspx"
"127","https://articles.mercola.com/sites/articles/archive/2008/05/20/chemical-free-strategies-to-trick-yourself-out-of-the-blues.aspx"
"128","https://articles.mercola.com/sites/articles/archive/2008/05/20/osteoporosis-drug-fosamax-is-bad-for-your-heart.aspx"
"129","https://articles.mercola.com/sites/articles/archive/2008/05/17/why-you-should-be-worried-if-your-kids-cereal-is-widely-known.aspx"
"130","https://articles.mercola.com/sites/articles/archive/2008/05/15/why-the-u-s-has-gone-broke.aspx"
"131","https://articles.mercola.com/sites/articles/archive/2008/05/15/is-tyson-s-antibiotic-free-chicken-really-antibiotic-free.aspx"
"132","https://articles.mercola.com/sites/articles/archive/2008/05/13/mom-s-diet-may-influence-baby-s-gender.aspx"
"133","https://articles.mercola.com/sites/articles/archive/2008/05/13/food-prices-are-a-global-crisis.aspx"
"134","https://articles.mercola.com/sites/articles/archive/2008/05/10/the-hpv-vaccine-preventive-care-or-human-sacrifice.aspx"
"135","https://articles.mercola.com/sites/articles/archive/2008/05/08/beware-food-crisis-getting-worse.aspx"
"136","https://articles.mercola.com/sites/articles/archive/2008/05/08/can-spinach-save-your-eyesight.aspx"
"137","https://articles.mercola.com/sites/articles/archive/2008/05/08/medicine-s-dirty-little-secret.aspx"
"138","https://articles.mercola.com/sites/articles/archive/2008/05/08/is-the-rise-in-male-oral-cancer-related-to-hpv.aspx"
"139","https://articles.mercola.com/sites/articles/archive/2008/05/06/can-vitamins-shorten-your-life.aspx"
"140","https://articles.mercola.com/sites/articles/archive/2008/05/06/your-mother-was-right-and-wrong-about-washing-fruits-and-vegetables.aspx"
"141","https://articles.mercola.com/sites/articles/archive/2008/05/06/what-is-thyroid-related-fatigue.aspx"
"142","https://articles.mercola.com/sites/articles/archive/2008/05/06/vaccine-blamed-for-the-worst-flu-season-in-four-years.aspx"
"143","https://articles.mercola.com/sites/articles/archive/2008/05/03/the-vitamin-you-need-to-prevent-prostate-cancer.aspx"
"144","https://articles.mercola.com/sites/articles/archive/2008/05/03/does-forbidding-snacks-work.aspx"
"145","https://articles.mercola.com/sites/articles/archive/2008/05/03/impaired-insulin-response-linked-to-alzheimer-s-disease.aspx"
"146","https://articles.mercola.com/sites/articles/archive/2008/05/01/why-are-bats-dying.aspx"
"147","https://articles.mercola.com/sites/articles/archive/2008/05/01/diabetics-can-reverse-their-atherosclerosis.aspx"
"148","https://articles.mercola.com/sites/articles/archive/2008/05/01/demand-for-raw-milk-continues-to-grow.aspx"
"149","https://articles.mercola.com/sites/articles/archive/2008/06/28/oil-barons-continue-to-rape-u-s-economy.aspx"
"150","https://articles.mercola.com/sites/articles/archive/2008/06/28/if-you-choose-to-take-oral-vitamin-d-how-much-should-you-take.aspx"
"151","https://articles.mercola.com/sites/articles/archive/2008/06/28/why-you-ll-crash-your-car-if-you-talk-on-your-cell-phone.aspx"
"152","https://articles.mercola.com/sites/articles/archive/2008/06/26/fast-food-goes-organic.aspx"
"153","https://articles.mercola.com/sites/articles/archive/2008/06/26/stung-by-losses-u-s-beekeepers-try-to-rebuild.aspx"
"154","https://articles.mercola.com/sites/articles/archive/2008/06/26/a-victory-for-health-fda-forced-to-admit-that-mercury-fillings-are-hazardous.aspx"
"155","https://articles.mercola.com/sites/articles/archive/2008/06/26/why-gmos-will-only-make-the-global-food-crisis-worse.aspx"
"156","https://articles.mercola.com/sites/articles/archive/2008/06/24/your-private-health-details-may-already-be-online.aspx"
"157","https://articles.mercola.com/sites/articles/archive/2008/06/24/why-is-the-u-s-army-on-so-many-prescription-drugs.aspx"
"158","https://articles.mercola.com/sites/articles/archive/2008/06/21/rebel-scientist-battles-dangerous-vaccines-and-antibiotics.aspx"
"159","https://articles.mercola.com/sites/articles/archive/2008/06/21/the-mediterranean-diet-can-stop-diabetes.aspx"
"160","https://articles.mercola.com/sites/articles/archive/2008/06/19/vitamin-c-about-to-be-made-illegal-in-canada.aspx"
"161","https://articles.mercola.com/sites/articles/archive/2008/06/19/why-brain-surgeons-are-avoiding-cell-phones.aspx"
"162","https://articles.mercola.com/sites/articles/archive/2008/06/19/can-grilling-meat-cause-cancer.aspx"
"163","https://articles.mercola.com/sites/articles/archive/2008/06/19/drugging-children-to-keep-them-quiet.aspx"
"164","https://articles.mercola.com/sites/articles/archive/2008/06/17/six-healthy-sounding-foods-that-really-aren-t.aspx"
"165","https://articles.mercola.com/sites/articles/archive/2008/06/17/first-ever-shingles-vaccine-will-hit-shelves-soon.aspx"
"166","https://articles.mercola.com/sites/articles/archive/2008/06/17/1-5-million-more-people-to-be-prescribed-useless-cholesterol-drugs.aspx"
"167","https://articles.mercola.com/sites/articles/archive/2008/06/17/important-tips-you-need-to-know-on-how-to-survive-a-disaster.aspx"
"168","https://articles.mercola.com/sites/articles/archive/2008/06/14/will-cocoa-soon-be-used-as-medicine.aspx"
"169","https://articles.mercola.com/sites/articles/archive/2008/06/14/the-man-who-freezes-living-cells.aspx"
"170","https://articles.mercola.com/sites/articles/archive/2008/06/14/six-tribes-of-bacteria-live-in-your-inner-elbow.aspx"
"171","https://articles.mercola.com/sites/articles/archive/2008/06/12/five-principles-that-can-heal-virtually-any-illness-part-3.aspx"
"172","https://articles.mercola.com/sites/articles/archive/2008/06/12/should-you-protect-yourself-from-earth-radiation.aspx"
"173","https://articles.mercola.com/sites/articles/archive/2008/06/12/the-truth-about-milk.aspx"
"174","https://articles.mercola.com/sites/articles/archive/2008/06/12/drug-companies-are-killing-you-legally-while-robbing-you-blind.aspx"
"175","https://articles.mercola.com/sites/articles/archive/2008/06/10/why-fish-oil-is-not-the-best-omega-3-source-part-two.aspx"
"176","https://articles.mercola.com/sites/articles/archive/2008/06/10/the-rise-of-the-eat-locally-locavore.aspx"
"177","https://articles.mercola.com/sites/articles/archive/2008/06/10/holistic-treatment-for-candida-infection.aspx"
"178","https://articles.mercola.com/sites/articles/archive/2008/06/07/don-t-be-misled-by-dairy-ads.aspx"
"179","https://articles.mercola.com/sites/articles/archive/2008/06/07/fruit-can-keep-your-arteries-squeaky-clean.aspx"
"180","https://articles.mercola.com/sites/articles/archive/2008/06/07/more-drugs-that-kill-you.aspx"
"181","https://articles.mercola.com/sites/articles/archive/2008/06/07/increasing-danger-from-cell-phones.aspx"
"182","https://articles.mercola.com/sites/articles/archive/2008/06/05/can-new-mouthwashes-really-take-bad-breath-away.aspx"
"183","https://articles.mercola.com/sites/articles/archive/2008/06/05/spiritual-giant-s-10-fundamentals-for-changing-the-world.aspx"
"184","https://articles.mercola.com/sites/articles/archive/2008/06/05/organic-milk-can-be-a-disaster-for-organic-farmers.aspx"
"185","https://articles.mercola.com/sites/articles/archive/2008/06/05/will-the-wii-keep-you-fit.aspx"
"186","https://articles.mercola.com/sites/articles/archive/2008/06/03/five-principles-that-can-heal-virtually-any-illness-part-2.aspx"
"187","https://articles.mercola.com/sites/articles/archive/2008/06/03/what-s-the-most-dangerous-part-of-sun-exposure.aspx"
"188","https://articles.mercola.com/sites/articles/archive/2008/06/03/the-neurological-roots-of-sexual-pleasure.aspx"
"189","https://articles.mercola.com/sites/articles/archive/2008/07/31/12-babies-die-during-vaccine-trials-in-argentina.aspx"
"190","https://articles.mercola.com/sites/articles/archive/2008/07/31/13-things-your-waiter-won-t-tell-you.aspx"
"191","https://articles.mercola.com/sites/articles/archive/2008/07/31/the-terrible-truth-about-plastic-you-never-knew.aspx"
"192","https://articles.mercola.com/sites/articles/archive/2008/07/29/what-s-in-that-how-food-affects-your-behavior.aspx"
"193","https://articles.mercola.com/sites/articles/archive/2008/07/29/what-is-wrong-with-environmentalism.aspx"
"194","https://articles.mercola.com/sites/articles/archive/2008/07/29/how-tea-can-keep-your-mind-young.aspx"
"195","https://articles.mercola.com/sites/articles/archive/2008/07/26/where-starbucks-went-wrong.aspx"
"196","https://articles.mercola.com/sites/articles/archive/2008/07/26/how-the-government-is-causing-the-global-food-crisis.aspx"
"197","https://articles.mercola.com/sites/articles/archive/2008/07/26/surprising-toxic-waste-from-your-electronics.aspx"
"198","https://articles.mercola.com/sites/articles/archive/2008/07/24/ever-wonder-why-homeopathy-works.aspx"
"199","https://articles.mercola.com/sites/articles/archive/2008/07/24/why-tofu-wrecks-your-brain.aspx"
"200","https://articles.mercola.com/sites/articles/archive/2008/07/24/green-tea-protects-against-heart-disease.aspx"
"201","https://articles.mercola.com/sites/articles/archive/2008/07/24/how-to-shop-for-organic-foods-without-breaking-your-budget.aspx"
"202","https://articles.mercola.com/sites/articles/archive/2008/07/24/vaccine-nation.aspx"
"203","https://articles.mercola.com/sites/articles/archive/2008/07/22/toxic-metals-the-reason-you-still-feel-sick.aspx"
"204","https://articles.mercola.com/sites/articles/archive/2008/07/22/how-broccoli-fights-cancer.aspx"
"205","https://articles.mercola.com/sites/articles/archive/2008/07/22/why-does-this-cancer-drug-cost-so-much.aspx"
"206","https://articles.mercola.com/sites/articles/archive/2008/07/22/why-are-cholesterol-drugs-being-recommended-for-8-year-olds.aspx"
"207","https://articles.mercola.com/sites/articles/archive/2008/07/19/diabetes-or-pre-diabetes-now-strikes-one-in-four-americans.aspx"
"208","https://articles.mercola.com/sites/articles/archive/2008/07/19/75-ways-to-think-your-way-into-good-health.aspx"
"209","https://articles.mercola.com/sites/articles/archive/2008/07/19/mayonnaise-won-t-ruin-your-picnic.aspx"
"210","https://articles.mercola.com/sites/articles/archive/2008/07/17/energy-devices-that-can-diagnose-and-treat-your-illnesses.aspx"
"211","https://articles.mercola.com/sites/articles/archive/2008/07/17/three-green-beauty-alternatives.aspx"
"212","https://articles.mercola.com/sites/articles/archive/2008/07/17/home-depot-recycles-compact-fluorescent-bulbs.aspx"
"213","https://articles.mercola.com/sites/articles/archive/2008/07/15/why-low-cholesterol-is-not-good-for-you.aspx"
"214","https://articles.mercola.com/sites/articles/archive/2008/07/15/statin-use-has-jumped-150-percent.aspx"
"215","https://articles.mercola.com/sites/articles/archive/2008/07/17/how-to-go-from-sedentary-to-running-in-just-five-steps.aspx"
"216","https://articles.mercola.com/sites/articles/archive/2008/07/15/u-s-government-ignores-flu-vaccine-death.aspx"
"217","https://articles.mercola.com/sites/articles/archive/2008/07/12/are-there-deadly-superbugs-in-your-pork.aspx"
"218","https://articles.mercola.com/sites/articles/archive/2008/07/12/how-meditation-changes-your-brain.aspx"
"219","https://articles.mercola.com/sites/articles/archive/2008/07/10/8-drugs-doctors-would-never-take.aspx"
"220","https://articles.mercola.com/sites/articles/archive/2008/07/10/no-one-is-safe-from-chemical-overload.aspx"
"221","https://articles.mercola.com/sites/articles/archive/2008/07/10/sunlight-can-cut-your-risk-of-death-in-half.aspx"
"222","https://articles.mercola.com/sites/articles/archive/2008/07/08/taking-on-more-than-you-can-handle-the-dangers-of-overload.aspx"
"223","https://articles.mercola.com/sites/articles/archive/2008/07/08/helpful-bacteria-may-be-hiding-in-your-appendix.aspx"
"224","https://articles.mercola.com/sites/articles/archive/2008/07/08/beware-of-new-media-brainwashing-about-high-fructose-corn-syrup.aspx"
"225","https://articles.mercola.com/sites/articles/archive/2008/07/05/researchers-take-drug-company-pay-then-lie-about-it.aspx"
"226","https://articles.mercola.com/sites/articles/archive/2008/07/05/is-immortality-in-your-future.aspx"
"227","https://articles.mercola.com/sites/articles/archive/2008/07/05/how-most-americans-were-conned-into-drinking-bottled-water.aspx"
"228","https://articles.mercola.com/sites/articles/archive/2008/07/03/can-you-avoid-a-sudden-death-like-tim-russert-s.aspx"
"229","https://articles.mercola.com/sites/articles/archive/2008/07/03/sunshine-is-nature-s-disease-fighter.aspx"
"230","https://articles.mercola.com/sites/articles/archive/2008/07/01/how-to-find-inner-peace-amid-outer-chaos.aspx"
"231","https://articles.mercola.com/sites/articles/archive/2008/07/01/why-does-the-media-completely-misunderstand-raw-food-diets.aspx"
"232","https://articles.mercola.com/sites/articles/archive/2008/08/30/when-a-little-poison-is-good-for-you.aspx"
"233","https://articles.mercola.com/sites/articles/archive/2008/08/30/is-your-organic-food-really-organic.aspx"
"234","https://articles.mercola.com/sites/articles/archive/2008/08/30/7-online-blunders-that-threaten-your-identity.aspx"
"235","https://articles.mercola.com/sites/articles/archive/2008/08/30/how-sunlight-can-improve-your-mental-health.aspx"
"236","https://articles.mercola.com/sites/articles/archive/2008/08/30/are-cell-phones-the-next-cigarettes.aspx"
"237","https://articles.mercola.com/sites/articles/archive/2008/08/28/how-hospitals-are-killing-er-patients.aspx"
"238","https://articles.mercola.com/sites/articles/archive/2008/08/28/will-all-americans-be-fat-in-40-years.aspx"
"239","https://articles.mercola.com/sites/articles/archive/2008/08/26/why-just-one-cigarette-can-get-you-hooked.aspx"
"240","https://articles.mercola.com/sites/articles/archive/2008/08/26/how-contraceptive-pill-influences-partner-choice.aspx"
"241","https://articles.mercola.com/sites/articles/archive/2008/08/23/ten-healthiest-foods-under-1.aspx"
"242","https://articles.mercola.com/sites/articles/archive/2008/08/23/a-simple-way-to-get-smarter.aspx"
"243","https://articles.mercola.com/sites/articles/archive/2008/08/23/broccoli-reverses-diabetes-damage.aspx"
"244","https://articles.mercola.com/sites/articles/archive/2008/08/21/top-ten-spices-that-defend-you-against-aging.aspx"
"245","https://articles.mercola.com/sites/articles/archive/2008/08/21/eggs-are-the-better-breakfast-choice.aspx"
"246","https://articles.mercola.com/sites/articles/archive/2008/08/21/are-secret-vaccinations-killing-soldiers.aspx"
"247","https://articles.mercola.com/sites/articles/archive/2008/08/21/could-there-someday-be-an-exercise-pill.aspx"
"248","https://articles.mercola.com/sites/articles/archive/2008/08/19/simple-lifestyle-change-can-save-millions-of-lives.aspx"
"249","https://articles.mercola.com/sites/articles/archive/2008/08/19/are-nanofoods-the-next-consumer-nightmare.aspx"
"250","https://articles.mercola.com/sites/articles/archive/2008/08/19/what-company-earns-1500-every-second.aspx"
